Method,Dataset,Slice,Modality,GT,Clustering,Runtime,Status,Moran_I,ARI,NMI,cASW,cLISI,SC_Score,BioC_Score,Silhouette,DBI,CHI,BVC_Score
COSMOS,Human_Lymph_Nodes,A1,RNA_ADT,True,leiden,107.0,OK,0.999702957689487,0.08279424403252873,0.29363834869328426,0.4691188558936119,0.8906715643862575,0.999702957689487,0.4340557532514206,,,,
COSMOS,Human_Lymph_Nodes,A1,RNA_ADT,True,louvain,107.0,OK,0.999702957689487,0.09629783854754115,0.30091817260818904,0.4691188558936119,0.8906715643862575,0.999702957689487,0.4392516078588999,,,,
COSMOS,Human_Lymph_Nodes,A1,RNA_ADT,True,kmeans,107.0,OK,0.999702957689487,0.1832087203748269,0.345344208104908,0.4691188558936119,0.8906715643862575,0.999702957689487,0.47208583718990105,,,,
COSMOS,Human_Lymph_Nodes,A1,RNA_ADT,True,mclust,107.0,OK,0.999702957689487,0.14602027549672897,0.3169699061544817,0.4691188558936119,0.8906715643862575,0.999702957689487,0.45569515048277,,,,
COSMOS,Human_Lymph_Nodes,D1,RNA_ADT,True,leiden,61.4,OK,0.9970382971657498,0.0999309190388952,0.28601456688277055,0.4475996121764183,0.8951831057331935,0.9970382971657498,0.43218205095781936,,,,
COSMOS,Human_Lymph_Nodes,D1,RNA_ADT,True,louvain,61.4,OK,0.9970382971657498,0.110461287252547,0.28597992588189436,0.4475996121764183,0.8951831057331935,0.9970382971657498,0.4348059827610133,,,,
COSMOS,Human_Lymph_Nodes,D1,RNA_ADT,True,kmeans,61.4,OK,0.9970382971657498,0.15048997585110752,0.29191029911026517,0.4475996121764183,0.8951831057331935,0.9970382971657498,0.4462957482177461,,,,
COSMOS,Human_Lymph_Nodes,D1,RNA_ADT,True,mclust,61.4,OK,0.9970382971657498,0.12406380857074654,0.29021511767327657,0.4475996121764183,0.8951831057331935,0.9970382971657498,0.43926541103840877,,,,
COSMOS,Human_Tonsils,S1,RNA_ADT,True,leiden,68.8,OK,0.9930284785760132,0.02395077152764645,0.14742302323889828,0.48336347565054893,0.7904006920179415,0.9930284785760132,0.3612844906087588,,,,
COSMOS,Human_Tonsils,S1,RNA_ADT,True,louvain,68.8,OK,0.9930284785760132,0.02533931938369498,0.1485678069955565,0.48336347565054893,0.7904006920179415,0.9930284785760132,0.36191782351193547,,,,
COSMOS,Human_Tonsils,S1,RNA_ADT,True,kmeans,68.8,OK,0.9930284785760132,0.07400884086275815,0.16757027438077818,0.48336347565054893,0.7904006920179415,0.9930284785760132,0.3788358207280067,,,,
COSMOS,Human_Tonsils,S1,RNA_ADT,True,mclust,68.8,OK,0.9930284785760132,0.05259621633786858,0.1437351115581878,0.48336347565054893,0.7904006920179415,0.9930284785760132,0.3675238738911367,,,,
COSMOS,Human_Tonsils,S2,RNA_ADT,True,leiden,66.6,OK,0.9900772961066145,0.03215307391683363,0.1421090763357155,0.4264634922146797,0.8191699185577148,0.9900772961066145,0.35497389025623594,,,,
COSMOS,Human_Tonsils,S2,RNA_ADT,True,louvain,66.6,OK,0.9900772961066145,0.03901923678309834,0.14709447155994063,0.4264634922146797,0.8191699185577148,0.9900772961066145,0.3579367797788584,,,,
COSMOS,Human_Tonsils,S2,RNA_ADT,True,kmeans,66.6,OK,0.9900772961066145,0.08206917866437545,0.12907291939985865,0.4264634922146797,0.8191699185577148,0.9900772961066145,0.3641938772091572,,,,
COSMOS,Human_Tonsils,S2,RNA_ADT,True,mclust,66.6,OK,0.9900772961066145,0.09405650317885579,0.16833132784197674,0.4264634922146797,0.8191699185577148,0.9900772961066145,0.37700531044830676,,,,
