Method,Dataset,Slice,Modality,GT,Clustering,Runtime,Status,Moran_I,ARI,NMI,cASW,cLISI,SC_Score,BioC_Score,Silhouette,DBI,CHI,BVC_Score
SpatialGlue,Human_Lymph_Nodes,A1,RNA_ADT,True,leiden,129.9,OK,1.0795850028872684,0.22025804147861122,0.36538528578188095,0.48809669725596905,0.9162586969567283,1.0795850028872684,0.4974996803682974,,,,
SpatialGlue,Human_Lymph_Nodes,A1,RNA_ADT,True,louvain,129.9,OK,1.0795850028872684,0.19536707398644415,0.3309291993788459,0.48809669725596905,0.9162586969567283,1.0795850028872684,0.48266291689449686,,,,
SpatialGlue,Human_Lymph_Nodes,A1,RNA_ADT,True,kmeans,129.9,OK,1.0795850028872684,0.21345062447486599,0.35810306906935113,0.48809669725596905,0.9162586969567283,1.0795850028872684,0.49397727193922863,,,,
SpatialGlue,Human_Lymph_Nodes,A1,RNA_ADT,True,mclust,129.9,OK,1.0795850028872684,0.321759096179695,0.4178379078033695,0.48809669725596905,0.9162586969567283,1.0795850028872684,0.5359880995489404,,,,
SpatialGlue,Human_Lymph_Nodes,D1,RNA_ADT,True,leiden,76.5,OK,1.0684907585185903,0.1275908258126811,0.27727242463323987,0.47980776987969875,0.8893791480862167,1.0684907585185903,0.4435125421029591,,,,
SpatialGlue,Human_Lymph_Nodes,D1,RNA_ADT,True,louvain,76.5,OK,1.0684907585185903,0.11551123123870875,0.27891486192652,0.47980776987969875,0.8893791480862167,1.0684907585185903,0.4409032527827861,,,,
SpatialGlue,Human_Lymph_Nodes,D1,RNA_ADT,True,kmeans,76.5,OK,1.0684907585185903,0.14183465945562018,0.29740296326416177,0.47980776987969875,0.8893791480862167,1.0684907585185903,0.45210613517142434,,,,
SpatialGlue,Human_Lymph_Nodes,D1,RNA_ADT,True,mclust,76.5,OK,1.0684907585185903,0.3424661243807138,0.36722128082816285,0.47980776987969875,0.8893791480862167,1.0684907585185903,0.519718580793698,,,,
SpatialGlue,Human_Tonsils,S1,RNA_ADT,True,leiden,108.7,OK,1.0029327532820607,0.08763277738856183,0.268882071268804,0.5143550159409642,0.8626382256257507,1.0029327532820607,0.4333770225560202,,,,
SpatialGlue,Human_Tonsils,S1,RNA_ADT,True,louvain,108.7,OK,1.0029327532820607,0.10007451557289668,0.2744336533195943,0.5143550159409642,0.8626382256257507,1.0029327532820607,0.4378753526148015,,,,
SpatialGlue,Human_Tonsils,S1,RNA_ADT,True,kmeans,108.7,OK,1.0029327532820607,0.17221288861349449,0.2601045817535154,0.5143550159409642,0.8626382256257507,1.0029327532820607,0.4523276779834312,,,,
SpatialGlue,Human_Tonsils,S1,RNA_ADT,True,mclust,108.7,OK,1.0029327532820607,0.10367638515648962,0.2271770872432606,0.5143550159409642,0.8626382256257507,1.0029327532820607,0.42696167849161626,,,,
SpatialGlue,Human_Tonsils,S2,RNA_ADT,True,leiden,76.0,OK,1.0042207085754267,0.10109821587005545,0.26204563753328014,0.4763579238206148,0.8829397299089026,1.0042207085754267,0.43061037678321323,,,,
SpatialGlue,Human_Tonsils,S2,RNA_ADT,True,louvain,76.0,OK,1.0042207085754267,0.09517733021953871,0.2550639044678778,0.4763579238206148,0.8829397299089026,1.0042207085754267,0.4273847221042335,,,,
SpatialGlue,Human_Tonsils,S2,RNA_ADT,True,kmeans,76.0,OK,1.0042207085754267,0.20183427339571117,0.2865721571116706,0.4763579238206148,0.8829397299089026,1.0042207085754267,0.46192602105922476,,,,
SpatialGlue,Human_Tonsils,S2,RNA_ADT,True,mclust,76.0,OK,1.0042207085754267,0.12721146876957198,0.2500597955651154,0.4763579238206148,0.8829397299089026,1.0042207085754267,0.4341422295160512,,,,
SpatialGlue,Human_Tonsils,S3,RNA_ADT,True,leiden,91.8,OK,1.0052374386821128,0.05947550861183823,0.1929880553589825,0.46534110978245735,0.84802821025452,1.0052374386821128,0.3914582210019495,,,,
SpatialGlue,Human_Tonsils,S3,RNA_ADT,True,louvain,91.8,OK,1.0052374386821128,0.05672854105060041,0.1957679269696226,0.46534110978245735,0.84802821025452,1.0052374386821128,0.3914664470143001,,,,
SpatialGlue,Human_Tonsils,S3,RNA_ADT,True,kmeans,91.8,OK,1.0052374386821128,0.14305966406310797,0.21721848207759323,0.46534110978245735,0.84802821025452,1.0052374386821128,0.41841186654441964,,,,
SpatialGlue,Human_Tonsils,S3,RNA_ADT,True,mclust,91.8,OK,1.0052374386821128,0.10663420369013837,0.21680171549504837,0.46534110978245735,0.84802821025452,1.0052374386821128,0.40920130980554104,,,,
SpatialGlue,Mouse_Embryos_S1,E11,RNA_ATAC,True,leiden,108.4,OK,1.0939244326461528,0.312159354209162,0.4644222509349293,0.4794277437031269,0.9443969873829372,1.0939244326461528,0.5501015840575388,,,,
SpatialGlue,Mouse_Embryos_S1,E11,RNA_ATAC,True,louvain,108.4,OK,1.0939244326461528,0.3300951782784433,0.4797906564027016,0.4794277437031269,0.9443969873829372,1.0939244326461528,0.5584276414418022,,,,
SpatialGlue,Mouse_Embryos_S1,E11,RNA_ATAC,True,kmeans,108.4,OK,1.0939244326461528,0.3379857820008277,0.46059775007855064,0.4794277437031269,0.9443969873829372,1.0939244326461528,0.5556020657913606,,,,
SpatialGlue,Mouse_Embryos_S1,E11,RNA_ATAC,True,mclust,108.4,OK,1.0939244326461528,0.38598756457398814,0.49393116965660383,0.4794277437031269,0.9443969873829372,1.0939244326461528,0.575935866329164,,,,
SpatialGlue,Mouse_Embryos_S1,E13,RNA_ATAC,True,leiden,77.9,OK,1.0988476387285708,0.14319097455334057,0.33564237116031875,0.45653292909264565,0.9058681143439423,1.0988476387285708,0.4603085972875618,,,,
SpatialGlue,Mouse_Embryos_S1,E13,RNA_ATAC,True,louvain,77.9,OK,1.0988476387285708,0.1270981653464779,0.3100634346024344,0.45653292909264565,0.9058681143439423,1.0988476387285708,0.4498906608463751,,,,
SpatialGlue,Mouse_Embryos_S1,E13,RNA_ATAC,True,kmeans,77.9,OK,1.0988476387285708,0.10627434571606877,0.25768124677564386,0.45653292909264565,0.9058681143439423,1.0988476387285708,0.43158915898207517,,,,
SpatialGlue,Mouse_Embryos_S1,E13,RNA_ATAC,True,mclust,77.9,OK,1.0988476387285708,0.06268730422110401,0.25801758602261354,0.45653292909264565,0.9058681143439423,1.0988476387285708,0.42077648342007634,,,,
SpatialGlue,Mouse_Embryos_S1,E15,RNA_ATAC,True,leiden,101.4,OK,1.0591619262681593,0.40823882480777324,0.5837196352065236,0.5264064390212297,0.9500654337415472,1.0591619262681593,0.6171075831942684,,,,
SpatialGlue,Mouse_Embryos_S1,E15,RNA_ATAC,True,louvain,101.4,OK,1.0591619262681593,0.44440685388124834,0.5914635161162993,0.5264064390212297,0.9500654337415472,1.0591619262681593,0.6280855606900811,,,,
SpatialGlue,Mouse_Embryos_S1,E15,RNA_ATAC,True,kmeans,101.4,OK,1.0591619262681593,0.4066571034634588,0.5538782404544514,0.5264064390212297,0.9500654337415472,1.0591619262681593,0.6092518041701718,,,,
SpatialGlue,Mouse_Embryos_S1,E15,RNA_ATAC,True,mclust,101.4,OK,1.0591619262681593,0.2663583898574015,0.49584814254237125,0.5264064390212297,0.9500654337415472,1.0591619262681593,0.5596696012906374,,,,
SpatialGlue,Mouse_Embryos_S1,E18,RNA_ATAC,True,leiden,79.8,OK,1.1005606083501185,0.37102400435937105,0.5249256731117767,0.4812243077903986,0.9277289981136969,1.1005606083501185,0.5762257458438108,,,,
SpatialGlue,Mouse_Embryos_S1,E18,RNA_ATAC,True,louvain,79.8,OK,1.1005606083501185,0.34148791814037377,0.4988609770764342,0.4812243077903986,0.9277289981136969,1.1005606083501185,0.5623255502802258,,,,
SpatialGlue,Mouse_Embryos_S1,E18,RNA_ATAC,True,kmeans,79.8,OK,1.1005606083501185,0.25136063165183437,0.4691998871590011,0.4812243077903986,0.9277289981136969,1.1005606083501185,0.5323784561787328,,,,
SpatialGlue,Mouse_Embryos_S1,E18,RNA_ATAC,True,mclust,79.8,OK,1.1005606083501185,0.2140670813818037,0.44501603882316637,0.4812243077903986,0.9277289981136969,1.1005606083501185,0.5170091065272664,,,,
SpatialGlue,Mouse_Embryos_S2,E11,RNA_ATAC,True,leiden,106.9,OK,1.0908357829314659,0.24721676679043803,0.4232363397971359,0.44471312686800957,0.9182300430442768,1.0908357829314659,0.508349069124965,,,,
SpatialGlue,Mouse_Embryos_S2,E11,RNA_ATAC,True,louvain,106.9,OK,1.0908357829314659,0.2251043451036552,0.41436912115625274,0.44471312686800957,0.9182300430442768,1.0908357829314659,0.5006041590430486,,,,
SpatialGlue,Mouse_Embryos_S2,E11,RNA_ATAC,True,kmeans,106.9,OK,1.0908357829314659,0.16498239844859908,0.37925469790633837,0.44471312686800957,0.9182300430442768,1.0908357829314659,0.4767950665668059,,,,
SpatialGlue,Mouse_Embryos_S2,E11,RNA_ATAC,True,mclust,106.9,OK,1.0908357829314659,0.20920219411712682,0.3785515702802881,0.44471312686800957,0.9182300430442768,1.0908357829314659,0.48767423357742534,,,,
SpatialGlue,Mouse_Embryos_S2,E13,RNA_ATAC,True,leiden,112.5,OK,1.0992784998685121,0.1474489635525465,0.3023887157679885,0.4651615060865879,0.8795044014321387,1.0992784998685121,0.4486258967098154,,,,
SpatialGlue,Mouse_Embryos_S2,E13,RNA_ATAC,True,louvain,112.5,OK,1.0992784998685121,0.13716875993094424,0.2872172182772921,0.4651615060865879,0.8795044014321387,1.0992784998685121,0.44226297143174076,,,,
SpatialGlue,Mouse_Embryos_S2,E13,RNA_ATAC,True,kmeans,112.5,OK,1.0992784998685121,0.1217362047347503,0.2425774566662473,0.4651615060865879,0.8795044014321387,1.0992784998685121,0.42724489222993106,,,,
