Method,Dataset,Slice,Modality,GT,Clustering,Runtime,Status,Moran_I,ARI,NMI,cASW,cLISI,SC_Score,BioC_Score,Silhouette,DBI,CHI,BVC_Score
MISO,Human_Lymph_Nodes,A1,RNA_ADT,True,leiden,35.8,OK,0.7995009136128812,0.20271363975523107,0.3463937223530663,0.4433675706386566,0.89185459689327,0.7995009136128812,0.47108238241005596,,,,
MISO,Human_Lymph_Nodes,A1,RNA_ADT,True,louvain,35.8,OK,0.7995009136128812,0.17497360307265244,0.3113273042514861,0.4433675706386566,0.89185459689327,0.7995009136128812,0.4553807687140163,,,,
MISO,Human_Lymph_Nodes,A1,RNA_ADT,True,kmeans,35.8,OK,0.7995009136128812,0.19876781957458506,0.300403146175114,0.4433675706386566,0.89185459689327,0.7995009136128812,0.4585982833204064,,,,
MISO,Human_Lymph_Nodes,A1,RNA_ADT,True,mclust,35.8,OK,0.7995009136128812,0.2220022879812721,0.32727429869090946,0.4433675706386566,0.89185459689327,0.7995009136128812,0.47112468855102707,,,,
MISO,Human_Lymph_Nodes,D1,RNA_ADT,True,leiden,20.8,OK,0.7826664616675495,0.17552298720921175,0.324591894995129,0.470694100484252,0.9032269328991479,0.7826664616675495,0.46850897889693516,,,,
MISO,Human_Lymph_Nodes,D1,RNA_ADT,True,louvain,20.8,OK,0.7826664616675495,0.18474092691340555,0.33499817928155085,0.470694100484252,0.9032269328991479,0.7826664616675495,0.473415034894589,,,,
MISO,Human_Lymph_Nodes,D1,RNA_ADT,True,kmeans,20.8,OK,0.7826664616675495,0.235475961448186,0.3107381831284307,0.470694100484252,0.9032269328991479,0.7826664616675495,0.48003379449000416,,,,
MISO,Human_Lymph_Nodes,D1,RNA_ADT,True,mclust,20.8,OK,0.7826664616675495,0.1684581845269773,0.29116035694146897,0.470694100484252,0.9032269328991479,0.7826664616675495,0.45838489371296154,,,,
MISO,Human_Tonsils,S1,RNA_ADT,True,leiden,27.2,OK,0.8655257586437657,0.10715784623116617,0.2722400403276784,0.5116310324519873,0.8391249104632102,0.8655257586437657,0.4325384573685105,,,,
MISO,Human_Tonsils,S1,RNA_ADT,True,louvain,27.2,OK,0.8655257586437657,0.09792518897770049,0.2724017713995235,0.5116310324519873,0.8391249104632102,0.8655257586437657,0.4302707258231053,,,,
MISO,Human_Tonsils,S1,RNA_ADT,True,kmeans,27.2,OK,0.8655257586437657,0.09139647168850189,0.20791766412310364,0.5116310324519873,0.8391249104632102,0.8655257586437657,0.4125175196817008,,,,
MISO,Human_Tonsils,S1,RNA_ADT,True,mclust,27.2,OK,0.8655257586437657,0.09635530644980315,0.18140155904421934,0.5116310324519873,0.8391249104632102,0.8655257586437657,0.40712820210230505,,,,
MISO,Human_Tonsils,S2,RNA_ADT,True,leiden,23.3,OK,0.8693317431485238,0.09383336689104958,0.2443289521826932,0.5003927790094167,0.8674064350591011,0.8693317431485238,0.42649038328556516,,,,
MISO,Human_Tonsils,S2,RNA_ADT,True,louvain,23.3,OK,0.8693317431485238,0.09246888952800113,0.24146702557808156,0.5003927790094167,0.8674064350591011,0.8693317431485238,0.42543378229365014,,,,
MISO,Human_Tonsils,S2,RNA_ADT,True,kmeans,23.3,OK,0.8693317431485238,0.13956803809569743,0.2049744762849529,0.5003927790094167,0.8674064350591011,0.8693317431485238,0.428085432112292,,,,
MISO,Human_Tonsils,S2,RNA_ADT,True,mclust,23.3,OK,0.8693317431485238,0.1251308310808225,0.2224782365739655,0.5003927790094167,0.8674064350591011,0.8693317431485238,0.42885207043082646,,,,
MISO,Human_Tonsils,S3,RNA_ADT,True,leiden,24.8,OK,0.8771706973421963,0.061971849735843396,0.20032120694878378,0.5069870501756668,0.8423857497721411,0.8771706973421963,0.4029164641581088,,,,
MISO,Human_Tonsils,S3,RNA_ADT,True,louvain,24.8,OK,0.8771706973421963,0.06969642435322694,0.20415575252831097,0.5069870501756668,0.8423857497721411,0.8771706973421963,0.40580624420733646,,,,
MISO,Human_Tonsils,S3,RNA_ADT,True,kmeans,24.8,OK,0.8771706973421963,0.13120366581127196,0.19401935156387434,0.5069870501756668,0.8423857497721411,0.8771706973421963,0.41864895433073857,,,,
MISO,Human_Tonsils,S3,RNA_ADT,True,mclust,24.8,OK,0.8771706973421963,0.15273250669833366,0.22010095353997672,0.5069870501756668,0.8423857497721411,0.8771706973421963,0.4305515650465296,,,,
MISO,Mouse_Embryos_S1,E11,RNA_ATAC,True,leiden,21.8,OK,0.8438304492744108,0.28221336344632264,0.4548445514493294,0.3506707549095154,0.9333933792088637,0.8438304492744108,0.5052805122535078,,,,
MISO,Mouse_Embryos_S1,E11,RNA_ATAC,True,louvain,21.8,OK,0.8438304492744108,0.3066866361110527,0.44464938147570515,0.3506707549095154,0.9333933792088637,0.8438304492744108,0.5088500379262842,,,,
MISO,Mouse_Embryos_S1,E11,RNA_ATAC,True,kmeans,21.8,OK,0.8438304492744108,0.2897824803248398,0.28370120803044374,0.3506707549095154,0.9333933792088637,0.8438304492744108,0.46438695561841564,,,,
MISO,Mouse_Embryos_S1,E11,RNA_ATAC,True,mclust,21.8,OK,0.8438304492744108,0.13679201639271393,0.2082125157453881,0.3506707549095154,0.9333933792088637,0.8438304492744108,0.40726716656412026,,,,
MISO,Mouse_Embryos_S1,E13,RNA_ATAC,True,leiden,34.4,OK,0.8464602817444346,0.19435436258584107,0.3740298865271834,0.3354872763156891,0.9182452792419423,0.8464602817444346,0.45552920116766393,,,,
MISO,Mouse_Embryos_S1,E13,RNA_ATAC,True,louvain,34.4,OK,0.8464602817444346,0.18183476781020672,0.3669226863819747,0.3354872763156891,0.9182452792419423,0.8464602817444346,0.4506225024374532,,,,
MISO,Mouse_Embryos_S1,E13,RNA_ATAC,True,kmeans,34.4,OK,0.8464602817444346,0.04256419368975778,0.10941436238902723,0.3354872763156891,0.9182452792419423,0.8464602817444346,0.3514277779091041,,,,
