Method,Dataset,Slice,Modality,GT,Clustering,Runtime,Status,Moran_I,ARI,NMI,cASW,cLISI,SC_Score,BioC_Score,Error,Silhouette,DBI,CHI,BVC_Score
SpaFusion,Human_Lymph_Nodes,A1,RNA_ADT,True,leiden,438.4,OK,0.9681953473822189,0.16516164950641593,0.3341179747971046,0.44496554136276245,0.9024646944078177,0.9681953473822189,0.46167746501852513,,,,,
SpaFusion,Human_Lymph_Nodes,A1,RNA_ADT,True,louvain,438.4,OK,0.9681953473822189,0.19797018055933685,0.338610612515076,0.44496554136276245,0.9024646944078177,0.9681953473822189,0.4710027572112483,,,,,
SpaFusion,Human_Lymph_Nodes,A1,RNA_ADT,True,kmeans,438.4,OK,0.9681953473822189,0.2824275894701322,0.36870986244178544,0.44496554136276245,0.9024646944078177,0.9681953473822189,0.4996419219206244,,,,,
SpaFusion,Human_Lymph_Nodes,A1,RNA_ADT,True,mclust,438.4,OK,0.9681953473822189,0.23274099189808958,0.3604901794959635,0.44496554136276245,0.9024646944078177,0.9681953473822189,0.4851653517911583,,,,,
SpaFusion,Human_Lymph_Nodes,D1,RNA_ADT,True,leiden,385.5,OK,0.9860018285645735,0.11820395978845837,0.30267337623347884,0.4269256070256233,0.899180189423765,0.9860018285645735,0.4367457831178314,,,,,
SpaFusion,Human_Lymph_Nodes,D1,RNA_ADT,True,louvain,385.5,OK,0.9860018285645735,0.11024613662375103,0.29621173665561457,0.4269256070256233,0.899180189423765,0.9860018285645735,0.43314091743218847,,,,,
SpaFusion,Human_Lymph_Nodes,D1,RNA_ADT,True,kmeans,385.5,OK,0.9860018285645735,0.200006742871175,0.3258998914847747,0.4269256070256233,0.899180189423765,0.9860018285645735,0.4630031077013345,,,,,
SpaFusion,Human_Lymph_Nodes,D1,RNA_ADT,True,mclust,385.5,OK,0.9860018285645735,0.20431364372871155,0.34098743599708914,0.4269256070256233,0.899180189423765,0.9860018285645735,0.46785171904379724,,,,,
SpaFusion,Human_Tonsils,S1,RNA_ADT,True,leiden,564.9,OK,0.9613059422568426,0.07541859796799236,0.2697088772948152,0.5273663774132729,0.8458627189853344,0.9613059422568426,0.42958914291535366,,,,,
SpaFusion,Human_Tonsils,S1,RNA_ADT,True,louvain,564.9,OK,0.9613059422568426,0.07713808399529103,0.2708709614108129,0.5273663774132729,0.8458627189853344,0.9613059422568426,0.4303095354511778,,,,,
SpaFusion,Human_Tonsils,S1,RNA_ADT,True,kmeans,564.9,OK,0.9613059422568426,0.12574626209043208,0.2506384451154116,0.5273663774132729,0.8458627189853344,0.9613059422568426,0.43740345090111277,,,,,
SpaFusion,Human_Tonsils,S1,RNA_ADT,True,mclust,564.9,OK,0.9613059422568426,0.0906282210906404,0.21621754079073924,0.5273663774132729,0.8458627189853344,0.9613059422568426,0.42001871456999673,,,,,
