Method,Dataset,Slice,Modality,GT,Clustering,Runtime,Status,Moran_I,ARI,NMI,cASW,cLISI,SC_Score,BioC_Score,Silhouette,DBI,CHI,BVC_Score,Error
PRAGA,Human_Lymph_Nodes,A1,RNA_ADT,True,leiden,874.7,OK,1.0357875517834592,0.19224629780344024,0.34192080560370536,0.3823995143175125,0.9088242614260356,1.0357875517834592,0.4563477197876734,,,,,
PRAGA,Human_Lymph_Nodes,A1,RNA_ADT,True,louvain,874.7,OK,1.0357875517834592,0.1848041584999999,0.3322653015524314,0.3823995143175125,0.9088242614260356,1.0357875517834592,0.45207330894899483,,,,,
PRAGA,Human_Lymph_Nodes,A1,RNA_ADT,True,kmeans,874.7,OK,1.0357875517834592,0.21013407984861435,0.3213443725755305,0.3823995143175125,0.9088242614260356,1.0357875517834592,0.4556755570419232,,,,,
PRAGA,Human_Lymph_Nodes,A1,RNA_ADT,True,mclust,874.7,OK,1.0357875517834592,0.19768217732897272,0.36054146935013964,0.3823995143175125,0.9088242614260356,1.0357875517834592,0.4623618556056651,,,,,
PRAGA,Human_Lymph_Nodes,D1,RNA_ADT,True,leiden,770.0,OK,1.0513137376411499,0.129559247252661,0.30625494163384337,0.4243393987417221,0.8948732839415563,1.0513137376411499,0.4387567178924457,,,,,
PRAGA,Human_Lymph_Nodes,D1,RNA_ADT,True,louvain,770.0,OK,1.0513137376411499,0.1417527309518382,0.3093920084792017,0.4243393987417221,0.8948732839415563,1.0513137376411499,0.4425893555285796,,,,,
PRAGA,Human_Lymph_Nodes,D1,RNA_ADT,True,kmeans,770.0,OK,1.0513137376411499,0.1237490095967938,0.2835096214059449,0.4243393987417221,0.8948732839415563,1.0513137376411499,0.43161782842150426,,,,,
PRAGA,Human_Lymph_Nodes,D1,RNA_ADT,True,mclust,770.0,OK,1.0513137376411499,0.19807662225729417,0.3470161612231471,0.4243393987417221,0.8948732839415563,1.0513137376411499,0.46607636654092993,,,,,
PRAGA,Human_Tonsils,S1,RNA_ADT,True,leiden,1608.7,OK,1.004559469982525,0.07820936570044257,0.25685184978277154,0.4730991069227457,0.847725370022259,1.004559469982525,0.4139714231070547,,,,,
PRAGA,Human_Tonsils,S1,RNA_ADT,True,louvain,1608.7,OK,1.004559469982525,0.08437860709842891,0.2624989902329854,0.4730991069227457,0.847725370022259,1.004559469982525,0.41692551856910476,,,,,
PRAGA,Human_Tonsils,S1,RNA_ADT,True,kmeans,1608.7,OK,1.004559469982525,0.13766780686140423,0.22436609604475485,0.4730991069227457,0.847725370022259,1.004559469982525,0.42071459496279096,,,,,
PRAGA,Human_Tonsils,S1,RNA_ADT,True,mclust,1608.7,OK,1.004559469982525,0.10280231225580665,0.19288548642592016,0.4730991069227457,0.847725370022259,1.004559469982525,0.40412806890668285,,,,,
PRAGA,Human_Tonsils,S2,RNA_ADT,True,leiden,1933.9,OK,1.0084694149846272,0.07388833437653909,0.2451306407212049,0.3838799297809601,0.8767795472273378,1.0084694149846272,0.39491961302651046,,,,,
PRAGA,Human_Tonsils,S2,RNA_ADT,True,louvain,1933.9,OK,1.0084694149846272,0.06968275979465875,0.23915089687610194,0.3838799297809601,0.8767795472273378,1.0084694149846272,0.39237328341976463,,,,,
PRAGA,Human_Tonsils,S2,RNA_ADT,True,kmeans,1933.9,OK,1.0084694149846272,0.15021057743442778,0.2348756617531262,0.3838799297809601,0.8767795472273378,1.0084694149846272,0.41143642904896294,,,,,
PRAGA,Human_Tonsils,S2,RNA_ADT,True,mclust,1933.9,OK,1.0084694149846272,0.11531792704064973,0.21289578634158923,0.3838799297809601,0.8767795472273378,1.0084694149846272,0.39721829759763416,,,,,
PRAGA,Human_Tonsils,S3,RNA_ADT,True,leiden,1950.8,OK,1.007747018005669,0.05603330603934209,0.20319750649408375,0.3394619822502136,0.8428501521692628,1.007747018005669,0.3603857367382256,,,,,
PRAGA,Human_Tonsils,S3,RNA_ADT,True,louvain,1950.8,OK,1.007747018005669,0.048905009820987014,0.19617370908392448,0.3394619822502136,0.8428501521692628,1.007747018005669,0.356847713331097,,,,,
PRAGA,Human_Tonsils,S3,RNA_ADT,True,kmeans,1950.8,OK,1.007747018005669,0.09560782344190309,0.18156367279626495,0.3394619822502136,0.8428501521692628,1.007747018005669,0.3648709076644111,,,,,
PRAGA,Human_Tonsils,S3,RNA_ADT,True,mclust,1950.8,OK,1.007747018005669,0.06703907297626055,0.15685217162553633,0.3394619822502136,0.8428501521692628,1.007747018005669,0.35155084475531834,,,,,
PRAGA,Mouse_Embryos_S1,E11,RNA_ATAC,True,leiden,92.7,OK,1.1611934919473923,0.23441224590725912,0.23696977057397697,0.44878188893198967,0.8637691574347544,1.1611934919473923,0.44598326571199504,,,,,
PRAGA,Mouse_Embryos_S1,E11,RNA_ATAC,True,louvain,92.7,OK,1.1611934919473923,0.2536896943244078,0.24611113336503573,0.44878188893198967,0.8637691574347544,1.1611934919473923,0.45308796851404687,,,,,
PRAGA,Mouse_Embryos_S1,E11,RNA_ATAC,True,kmeans,92.7,OK,1.1611934919473923,0.2639602841566049,0.23331716787242623,0.44878188893198967,0.8637691574347544,1.1611934919473923,0.45245712459894377,,,,,
PRAGA,Mouse_Embryos_S1,E11,RNA_ATAC,True,mclust,92.7,OK,1.1611934919473923,0.1929545648075958,0.23792109471002987,0.44878188893198967,0.8637691574347544,1.1611934919473923,0.4358566764710924,,,,,
PRAGA,Mouse_Embryos_S1,E13,RNA_ATAC,True,leiden,193.0,OK,1.1591864463090555,0.1956423596908041,0.1432107055430535,0.3879728764295578,0.8854773263752365,1.1591864463090555,0.403075817009663,,,,,
PRAGA,Mouse_Embryos_S1,E13,RNA_ATAC,True,louvain,193.0,OK,1.1591864463090555,0.18092646561544087,0.13164442098068307,0.3879728764295578,0.8854773263752365,1.1591864463090555,0.3965052723502296,,,,,
PRAGA,Mouse_Embryos_S1,E13,RNA_ATAC,True,kmeans,193.0,OK,1.1591864463090555,0.1530361048308306,0.15993830386970473,0.3879728764295578,0.8854773263752365,1.1591864463090555,0.3966061528763324,,,,,
PRAGA,Mouse_Embryos_S1,E13,RNA_ATAC,True,mclust,193.0,OK,1.1591864463090555,0.0896308170256676,0.15451433618368965,0.3879728764295578,0.8854773263752365,1.1591864463090555,0.3793988390035379,,,,,
PRAGA,Mouse_Embryos_S1,E15,RNA_ATAC,True,leiden,260.9,OK,1.0570058898200778,0.07295028683151861,0.1715093914242002,0.3150071054697037,0.8063857399418672,1.0570058898200778,0.34146313091682245,,,,,
PRAGA,Mouse_Embryos_S1,E15,RNA_ATAC,True,louvain,260.9,OK,1.0570058898200778,0.08318364125368732,0.1716171361351445,0.3150071054697037,0.8063857399418672,1.0570058898200778,0.3440484057001007,,,,,
PRAGA,Mouse_Embryos_S1,E15,RNA_ATAC,True,kmeans,260.9,OK,1.0570058898200778,0.06813807069066206,0.163859218103893,0.3150071054697037,0.8063857399418672,1.0570058898200778,0.33834753355153147,,,,,
PRAGA,Mouse_Embryos_S1,E15,RNA_ATAC,True,mclust,260.9,OK,1.0570058898200778,0.05967350957207768,0.1490747034043566,0.3150071054697037,0.8063857399418672,1.0570058898200778,0.33253526459700133,,,,,
PRAGA,Mouse_Embryos_S1,E18,RNA_ATAC,True,leiden,298.3,OK,1.1969033934692614,0.10557459375838463,0.2280863034630413,0.4310619980096817,0.8289820766881332,1.1969033934692614,0.3984262429798102,,,,,
PRAGA,Mouse_Embryos_S1,E18,RNA_ATAC,True,louvain,298.3,OK,1.1969033934692614,0.10519861596748581,0.2030068768839216,0.4310619980096817,0.8289820766881332,1.1969033934692614,0.3920623918873056,,,,,
PRAGA,Mouse_Embryos_S1,E18,RNA_ATAC,True,kmeans,298.3,OK,1.1969033934692614,0.07389398646302503,0.20819244869427164,0.4310619980096817,0.8289820766881332,1.1969033934692614,0.3855326274637779,,,,,
PRAGA,Mouse_Embryos_S1,E18,RNA_ATAC,True,mclust,298.3,OK,1.1969033934692614,0.09109314909217911,0.22518408228879697,0.4310619980096817,0.8289820766881332,1.1969033934692614,0.3940803265196977,,,,,
PRAGA,Mouse_Embryos_S2,E11,RNA_ATAC,True,leiden,90.0,OK,1.1924094160234004,0.14022557384426926,0.14412001245647663,0.4094504117965698,0.8504398486918675,1.1924094160234004,0.3860589616972958,,,,,
PRAGA,Mouse_Embryos_S2,E11,RNA_ATAC,True,louvain,90.0,OK,1.1924094160234004,0.11615267022230849,0.1507795057182548,0.4094504117965698,0.8504398486918675,1.1924094160234004,0.38170560910725015,,,,,
PRAGA,Mouse_Embryos_S2,E11,RNA_ATAC,True,kmeans,90.0,OK,1.1924094160234004,0.09949399539980508,0.14402316408192356,0.4094504117965698,0.8504398486918675,1.1924094160234004,0.3758518549925415,,,,,
PRAGA,Mouse_Embryos_S2,E11,RNA_ATAC,True,mclust,90.0,OK,1.1924094160234004,0.08913441990995827,0.1672322275364206,0.4094504117965698,0.8504398486918675,1.1924094160234004,0.379064226983704,,,,,
PRAGA,Mouse_Embryos_S2,E13,RNA_ATAC,True,leiden,155.8,OK,1.0944909361516357,0.09965974315223297,0.09123606074389484,0.3493124693632126,0.83111251180523,1.0944909361516357,0.34283019626614264,,,,,
PRAGA,Mouse_Embryos_S2,E13,RNA_ATAC,True,louvain,155.8,OK,1.0944909361516357,0.09919081546412611,0.09041158277598328,0.3493124693632126,0.83111251180523,1.0944909361516357,0.342506844852138,,,,,
PRAGA,Mouse_Embryos_S2,E13,RNA_ATAC,True,kmeans,155.8,OK,1.0944909361516357,0.11853222534681006,0.12179346575982122,0.3493124693632126,0.83111251180523,1.0944909361516357,0.35518766806876845,,,,,
PRAGA,Mouse_Embryos_S2,E13,RNA_ATAC,True,mclust,155.8,OK,1.0944909361516357,0.059802474492447126,0.12134027725936185,0.3493124693632126,0.83111251180523,1.0944909361516357,0.3403919332300629,,,,,
PRAGA,Mouse_Embryos_S2,E15,RNA_ATAC,True,leiden,233.8,OK,1.2121078987337823,0.03856239907050845,0.09209649578663122,0.45366864278912544,0.7968125877178763,1.2121078987337823,0.3452850313410354,,,,,
PRAGA,Mouse_Embryos_S2,E15,RNA_ATAC,True,louvain,233.8,OK,1.2121078987337823,0.048859243333565346,0.10398949885708655,0.45366864278912544,0.7968125877178763,1.2121078987337823,0.35083249317441345,,,,,
